"ts","country","category","visits","unique_visitors","sales","number_of_products"
"2022-01-12T00:00:00.000000Z","ES","HOME",49,5,135.06,6
"2022-01-12T00:00:00.000000Z","ES","KITCHEN",49,12,52.64,6
"2022-01-12T00:00:00.000000Z","ES","BATHROOM",49,12,47.34,2
"2022-01-12T00:00:00.000000Z","FR","HOME",69,24,135.06,2
"2022-01-12T00:00:00.000000Z","FR","KITCHEN",66,20,52.64,2
"2022-01-12T00:00:00.000000Z","FR","BATHROOM",64,23,23.67,2
"2022-01-12T00:00:00.000000Z","DE","HOME",70,18,67.53,6
"2022-01-12T00:00:00.000000Z","DE","KITCHEN",69,20,26.32,6
"2022-01-12T00:00:00.000000Z","DE","BATHROOM",67,12,94.68,2
"2022-01-12T00:00:00.000000Z","IT","HOME",63,18,135.06,2
"2022-01-12T00:00:00.000000Z","IT","KITCHEN",57,15,52.64,2
"2022-01-12T00:00:00.000000Z","IT","BATHROOM",60,19,142.02,3
"2022-01-13T00:00:00.000000Z","UK","HOME",87,26,405.18,2
"2022-01-13T00:00:00.000000Z","UK","KITCHEN",87,28,157.920000000000,2
"2022-01-13T00:00:00.000000Z","UK","BATHROOM",85,22,94.68,6
"2022-01-13T00:00:00.000000Z","ES","HOME",52,7,337.65,4
"2022-01-13T00:00:00.000000Z","ES","KITCHEN",51,11,131.6,4
"2022-01-13T00:00:00.000000Z","ES","BATHROOM",52,12,47.34,6
"2022-01-13T00:00:00.000000Z","FR","HOME",80,32,270.12,2
"2022-01-13T00:00:00.000000Z","FR","KITCHEN",71,32,105.28,2
"2022-01-13T00:00:00.000000Z","FR","BATHROOM",71,34,71.01,2
"2022-01-13T00:00:00.000000Z","DE","HOME",77,25,405.18,3
"2022-01-13T00:00:00.000000Z","DE","KITCHEN",73,35,157.920000000000,3
"2022-01-13T00:00:00.000000Z","DE","BATHROOM",72,34,71.01,6
"2022-01-13T00:00:00.000000Z","IT","HOME",61,20,67.53,4
"2022-01-13T00:00:00.000000Z","IT","KITCHEN",64,10,26.32,4
"2022-01-13T00:00:00.000000Z","IT","BATHROOM",64,12,47.34,5
"2022-01-14T00:00:00.000000Z","UK","HOME",90,39,270.12,5
"2022-01-14T00:00:00.000000Z","UK","KITCHEN",89,38,105.28,5
"2022-01-14T00:00:00.000000Z","UK","BATHROOM",90,18,47.34,4
"2022-01-14T00:00:00.000000Z","ES","HOME",55,11,405.18,1
"2022-01-14T00:00:00.000000Z","ES","KITCHEN",54,15,157.920000000000,1
"2022-01-14T00:00:00.000000Z","ES","BATHROOM",55,14,118.350000000000,4
"2022-01-14T00:00:00.000000Z","FR","HOME",84,32,270.12,2
"2022-01-14T00:00:00.000000Z","FR","KITCHEN",82,33,105.28,2
"2022-01-14T00:00:00.000000Z","FR","BATHROOM",84,22,47.34,4
"2022-01-14T00:00:00.000000Z","DE","HOME",88,40,202.59,5
"2022-01-14T00:00:00.000000Z","DE","KITCHEN",78,26,78.960000000000,5
"2022-01-14T00:00:00.000000Z","DE","BATHROOM",79,17,23.67,6
"2022-01-14T00:00:00.000000Z","IT","HOME",65,16,67.53,4
"2022-01-14T00:00:00.000000Z","IT","KITCHEN",65,21,26.32,4
"2022-01-14T00:00:00.000000Z","IT","BATHROOM",69,12,23.67,2
"2022-01-15T00:00:00.000000Z","UK","HOME",95,29,337.65,3
"2022-01-15T00:00:00.000000Z","UK","KITCHEN",93,32,131.6,3
"2022-01-15T00:00:00.000000Z","UK","BATHROOM",93,28,118.350000000000,5
"2022-01-15T00:00:00.000000Z","ES","HOME",57,13,405.18,3
"2022-01-15T00:00:00.000000Z","ES","KITCHEN",56,19,157.920000000000,3
"2022-01-15T00:00:00.000000Z","ES","BATHROOM",56,11,142.02,1
"2022-01-15T00:00:00.000000Z","FR","HOME",81,36,337.65,5
"2022-01-15T00:00:00.000000Z","FR","KITCHEN",84,29,131.6,5
"2022-01-15T00:00:00.000000Z","FR","BATHROOM",80,26,47.34,4
"2022-01-15T00:00:00.000000Z","DE","HOME",92,26,337.65,6
"2022-01-15T00:00:00.000000Z","DE","KITCHEN",89,28,131.6,6
"2022-01-15T00:00:00.000000Z","DE","BATHROOM",92,22,142.02,3
"2022-01-15T00:00:00.000000Z","IT","HOME",69,24,337.65,2
"2022-01-15T00:00:00.000000Z","IT","KITCHEN",67,20,131.6,2
"2022-01-15T00:00:00.000000Z","IT","BATHROOM",72,17,47.34,1
"2022-01-16T00:00:00.000000Z","UK","HOME",99,41,202.59,1
"2022-01-16T00:00:00.000000Z","UK","KITCHEN",98,26,78.960000000000,1
"2022-01-16T00:00:00.000000Z","UK","BATHROOM",99,49,71.01,3
"2022-01-16T00:00:00.000000Z","ES","HOME",59,11,202.59,6
"2022-01-16T00:00:00.000000Z","ES","KITCHEN",60,12,78.960000000000,6
"2022-01-16T00:00:00.000000Z","ES","BATHROOM",60,14,142.02,3
"2022-01-16T00:00:00.000000Z","FR","HOME",80,28,337.65,2
"2022-01-16T00:00:00.000000Z","FR","KITCHEN",86,35,131.6,2
"2022-01-16T00:00:00.000000Z","FR","BATHROOM",88,32,47.34,5
"2022-01-16T00:00:00.000000Z","DE","HOME",88,40,202.59,1
"2022-01-16T00:00:00.000000Z","DE","KITCHEN",91,39,78.960000000000,1
"2022-01-16T00:00:00.000000Z","DE","BATHROOM",87,17,71.01,5
"2022-01-16T00:00:00.000000Z","IT","HOME",78,19,202.59,5
"2022-01-16T00:00:00.000000Z","IT","KITCHEN",71,10,78.960000000000,5
"2022-01-16T00:00:00.000000Z","IT","BATHROOM",77,19,94.68,1
"2022-01-17T00:00:00.000000Z","UK","HOME",104,49,405.18,4
"2022-01-17T00:00:00.000000Z","UK","KITCHEN",103,29,157.920000000000,4
"2022-01-17T00:00:00.000000Z","UK","BATHROOM",102,42,23.67,6
"2022-01-17T00:00:00.000000Z","ES","HOME",61,14,337.65,6
"2022-01-17T00:00:00.000000Z","ES","KITCHEN",62,10,131.6,6
"2022-01-17T00:00:00.000000Z","ES","BATHROOM",62,13,71.01,6
"2022-01-17T00:00:00.000000Z","FR","HOME",81,33,337.65,2
"2022-01-17T00:00:00.000000Z","FR","KITCHEN",94,33,131.6,2
"2022-01-17T00:00:00.000000Z","FR","BATHROOM",85,38,118.350000000000,5
"2022-01-17T00:00:00.000000Z","DE","HOME",87,28,135.06,3
"2022-01-17T00:00:00.000000Z","DE","KITCHEN",93,31,52.64,3
"2022-01-17T00:00:00.000000Z","DE","BATHROOM",95,28,118.350000000000,6
"2022-01-17T00:00:00.000000Z","IT","HOME",74,24,202.59,5
"2022-01-17T00:00:00.000000Z","IT","KITCHEN",71,25,78.960000000000,5
"2022-01-17T00:00:00.000000Z","IT","BATHROOM",74,21,94.68,5
"2022-01-18T00:00:00.000000Z","UK","HOME",104,54,270.12,1
"2022-01-18T00:00:00.000000Z","UK","KITCHEN",104,51,105.28,1
"2022-01-18T00:00:00.000000Z","UK","BATHROOM",105,38,94.68,4
"2022-01-18T00:00:00.000000Z","ES","HOME",64,9,270.12,1
"2022-01-18T00:00:00.000000Z","ES","KITCHEN",64,19,105.28,1
"2022-01-18T00:00:00.000000Z","ES","BATHROOM",62,22,118.350000000000,6
"2022-01-18T00:00:00.000000Z","FR","HOME",83,31,270.12,6
"2022-01-18T00:00:00.000000Z","FR","KITCHEN",92,33,105.28,6
"2022-01-18T00:00:00.000000Z","FR","BATHROOM",85,26,47.34,5
"2022-01-18T00:00:00.000000Z","DE","HOME",88,42,67.53,6
"2022-01-18T00:00:00.000000Z","DE","KITCHEN",101,25,26.32,6
"2022-01-18T00:00:00.000000Z","DE","BATHROOM",92,50,71.01,1
"2022-01-18T00:00:00.000000Z","IT","HOME",73,20,405.18,1
"2022-01-18T00:00:00.000000Z","IT","KITCHEN",80,26,157.920000000000,1
"2022-01-18T00:00:00.000000Z","IT","BATHROOM",80,25,47.34,3
"2022-01-19T00:00:00.000000Z","UK","HOME",110,46,67.53,4
"2022-01-19T00:00:00.000000Z","UK","KITCHEN",109,52,26.32,4
"2022-01-19T00:00:00.000000Z","UK","BATHROOM",106,57,23.67,1
"2022-01-19T00:00:00.000000Z","ES","HOME",65,17,337.65,1
"2022-01-19T00:00:00.000000Z","ES","KITCHEN",65,12,131.6,1
"2022-01-19T00:00:00.000000Z","ES","BATHROOM",64,12,94.68,1
"2022-01-19T00:00:00.000000Z","FR","HOME",100,45,202.59,5
"2022-01-19T00:00:00.000000Z","FR","KITCHEN",100,40,78.960000000000,5
"2022-01-19T00:00:00.000000Z","FR","BATHROOM",95,34,47.34,4
"2022-01-19T00:00:00.000000Z","DE","HOME",90,49,337.65,5
"2022-01-19T00:00:00.000000Z","DE","KITCHEN",98,28,131.6,5
"2022-01-19T00:00:00.000000Z","DE","BATHROOM",91,42,47.34,3
"2022-01-19T00:00:00.000000Z","IT","HOME",82,19,405.18,3
"2022-01-19T00:00:00.000000Z","IT","KITCHEN",81,27,157.920000000000,3
"2022-01-19T00:00:00.000000Z","IT","BATHROOM",79,24,118.350000000000,3
"2022-01-20T00:00:00.000000Z","UK","HOME",109,31,135.06,6
"2022-01-20T00:00:00.000000Z","UK","KITCHEN",112,41,52.64,6
"2022-01-20T00:00:00.000000Z","UK","BATHROOM",108,47,94.68,2
"2022-01-20T00:00:00.000000Z","ES","HOME",65,22,135.06,1
"2022-01-20T00:00:00.000000Z","ES","KITCHEN",66,13,52.64,1
"2022-01-20T00:00:00.000000Z","ES","BATHROOM",65,15,118.350000000000,1
"2022-01-20T00:00:00.000000Z","FR","HOME",89,39,67.53,3
"2022-01-20T00:00:00.000000Z","FR","KITCHEN",89,32,26.32,3
"2022-01-20T00:00:00.000000Z","FR","BATHROOM",97,49,142.02,3
"2022-01-20T00:00:00.000000Z","DE","HOME",107,55,337.65,1
"2022-01-20T00:00:00.000000Z","DE","KITCHEN",107,51,131.6,1
"2022-01-20T00:00:00.000000Z","DE","BATHROOM",101,38,23.67,6
"2022-01-20T00:00:00.000000Z","IT","HOME",77,19,202.59,3
"2022-01-20T00:00:00.000000Z","IT","KITCHEN",86,28,78.960000000000,3
"2022-01-20T00:00:00.000000Z","IT","BATHROOM",76,29,118.350000000000,6
"2022-01-21T00:00:00.000000Z","UK","HOME",111,50,67.53,3
"2022-01-21T00:00:00.000000Z","UK","KITCHEN",113,41,26.32,3
"2022-01-21T00:00:00.000000Z","UK","BATHROOM",111,56,142.02,1
"2022-01-21T00:00:00.000000Z","ES","HOME",66,26,202.59,4
"2022-01-21T00:00:00.000000Z","ES","KITCHEN",68,10,78.960000000000,4
"2022-01-21T00:00:00.000000Z","ES","BATHROOM",68,15,47.34,1
"2022-01-21T00:00:00.000000Z","FR","HOME",91,40,337.65,1
"2022-01-21T00:00:00.000000Z","FR","KITCHEN",102,45,131.6,1
"2022-01-21T00:00:00.000000Z","FR","BATHROOM",95,30,118.350000000000,1
"2022-01-21T00:00:00.000000Z","DE","HOME",95,45,202.59,1
"2022-01-21T00:00:00.000000Z","DE","KITCHEN",95,52,78.960000000000,1
"2022-01-21T00:00:00.000000Z","DE","BATHROOM",103,58,118.350000000000,5
"2022-01-21T00:00:00.000000Z","IT","HOME",79,18,270.12,6
"2022-01-21T00:00:00.000000Z","IT","KITCHEN",82,15,105.28,6
"2022-01-21T00:00:00.000000Z","IT","BATHROOM",78,22,23.67,6
"2022-01-22T00:00:00.000000Z","UK","HOME",114,25,202.59,4
"2022-01-22T00:00:00.000000Z","UK","KITCHEN",115,43,78.960000000000,4
"2022-01-22T00:00:00.000000Z","UK","BATHROOM",112,46,71.01,3
"2022-01-22T00:00:00.000000Z","ES","HOME",69,25,270.12,2
"2022-01-22T00:00:00.000000Z","ES","KITCHEN",68,15,105.28,2
"2022-01-22T00:00:00.000000Z","ES","BATHROOM",67,24,71.01,4
"2022-01-22T00:00:00.000000Z","FR","HOME",92,44,67.53,1
"2022-01-22T00:00:00.000000Z","FR","KITCHEN",92,34,26.32,1
"2022-01-22T00:00:00.000000Z","FR","BATHROOM",98,51,71.01,5
"2022-01-22T00:00:00.000000Z","DE","HOME",97,29,405.18,2
"2022-01-22T00:00:00.000000Z","DE","KITCHEN",108,40,157.920000000000,2
"2022-01-22T00:00:00.000000Z","DE","BATHROOM",100,46,118.350000000000,1
"2022-01-22T00:00:00.000000Z","IT","HOME",81,22,337.65,5
"2022-01-22T00:00:00.000000Z","IT","KITCHEN",87,14,131.6,5
"2022-01-22T00:00:00.000000Z","IT","BATHROOM",79,27,71.01,3
"2022-01-23T00:00:00.000000Z","UK","HOME",115,40,337.65,5
"2022-01-23T00:00:00.000000Z","UK","KITCHEN",113,54,131.6,5
"2022-01-23T00:00:00.000000Z","UK","BATHROOM",116,26,94.68,5
"2022-01-23T00:00:00.000000Z","ES","HOME",69,15,202.59,5
"2022-01-23T00:00:00.000000Z","ES","KITCHEN",70,16,78.960000000000,5
"2022-01-23T00:00:00.000000Z","ES","BATHROOM",69,18,94.68,2
"2022-01-23T00:00:00.000000Z","FR","HOME",106,47,202.59,4
"2022-01-23T00:00:00.000000Z","FR","KITCHEN",93,38,78.960000000000,4
"2022-01-23T00:00:00.000000Z","FR","BATHROOM",96,50,23.67,1
"2022-01-23T00:00:00.000000Z","DE","HOME",97,49,135.06,1
"2022-01-23T00:00:00.000000Z","DE","KITCHEN",97,39,52.64,1
"2022-01-23T00:00:00.000000Z","DE","BATHROOM",103,55,71.01,1
"2022-01-23T00:00:00.000000Z","IT","HOME",89,31,270.12,2
"2022-01-23T00:00:00.000000Z","IT","KITCHEN",84,21,105.28,2
"2022-01-23T00:00:00.000000Z","IT","BATHROOM",80,30,71.01,4
"2022-01-24T00:00:00.000000Z","UK","HOME",117,67,337.65,2
"2022-01-24T00:00:00.000000Z","UK","KITCHEN",118,26,131.6,2
"2022-01-24T00:00:00.000000Z","UK","BATHROOM",118,69,118.350000000000,5
"2022-01-24T00:00:00.000000Z","ES","HOME",70,21,270.12,1
"2022-01-24T00:00:00.000000Z","ES","KITCHEN",69,14,105.28,1
"2022-01-24T00:00:00.000000Z","ES","BATHROOM",68,27,71.01,5
"2022-01-24T00:00:00.000000Z","FR","HOME",109,31,337.65,6
"2022-01-24T00:00:00.000000Z","FR","KITCHEN",98,32,131.6,6
"2022-01-24T00:00:00.000000Z","FR","BATHROOM",98,45,23.67,3
"2022-01-24T00:00:00.000000Z","DE","HOME",111,22,202.59,3
"2022-01-24T00:00:00.000000Z","DE","KITCHEN",98,41,78.960000000000,3
"2022-01-24T00:00:00.000000Z","DE","BATHROOM",101,44,142.02,2
"2022-01-24T00:00:00.000000Z","IT","HOME",83,33,405.18,4
"2022-01-24T00:00:00.000000Z","IT","KITCHEN",86,15,157.920000000000,4
"2022-01-24T00:00:00.000000Z","IT","BATHROOM",89,22,142.02,5
"2022-01-25T00:00:00.000000Z","UK","HOME",115,56,202.59,5
