"symbol","side","price","amount","timestamp"
"BTC-USD","buy",25739.86,4.2129E-4,"2023-09-05T16:01:09.352859Z"
"BTC-USD","sell",25739.4,0.09771122,"2023-09-05T16:01:09.958843Z"
"BTC-USD","sell",25739.47,0.00168719,"2023-09-05T16:01:10.034360Z"
"BTC-USD","buy",25741.2,9.615E-4,"2023-09-05T16:01:10.559724Z"
"BTC-USD","buy",25741.14,9.6305E-4,"2023-09-05T16:01:10.861440Z"
"BTC-USD","buy",25741.14,3.8E-7,"2023-09-05T16:01:10.892296Z"
"BTC-USD","buy",25739.47,0.00361,"2023-09-05T16:01:12.492707Z"
"BTC-USD","buy",25739.47,0.00652742,"2023-09-05T16:01:12.965261Z"
"BTC-USD","buy",25740.03,0.00373033,"2023-09-05T16:01:13.173434Z"
"BTC-USD","buy",25740.05,6.0387E-4,"2023-09-05T16:01:14.633191Z"
"BTC-USD","sell",25739.47,0.00980957,"2023-09-05T16:01:15.126005Z"
"BTC-USD","buy",25740.25,0.00184643,"2023-09-05T16:01:15.825223Z"
"BTC-USD","buy",25739.47,1.523E-4,"2023-09-05T16:01:15.856460Z"
"BTC-USD","buy",25741.15,0.0027925,"2023-09-05T16:01:16.606041Z"
"BTC-USD","buy",25741.1,0.00373104,"2023-09-05T16:01:17.316439Z"
"BTC-USD","buy",25741.15,0.00185571,"2023-09-05T16:01:17.521289Z"
"BTC-USD","buy",25741.54,3.279E-5,"2023-09-05T16:01:17.615726Z"
"BTC-USD","sell",25741.53,1.6145E-4,"2023-09-05T16:01:17.639202Z"
"BTC-USD","sell",25741.1,0.00862055,"2023-09-05T16:01:17.761125Z"
"BTC-USD","sell",25741.1,0.005816,"2023-09-05T16:01:17.979124Z"
"BTC-USD","sell",25740.57,4.9424E-4,"2023-09-05T16:01:18.052009Z"
"BTC-USD","sell",25740.57,7.0629E-4,"2023-09-05T16:01:18.608221Z"
"BTC-USD","buy",25741.44,0.00318064,"2023-09-05T16:01:18.766877Z"
"BTC-USD","buy",25741.42,0.00152288,"2023-09-05T16:01:20.854424Z"
"BTC-USD","buy",25741.42,0.00961544,"2023-09-05T16:01:21.117497Z"
"BTC-USD","buy",25741.37,0.00185579,"2023-09-05T16:01:21.923845Z"
"BTC-USD","buy",25741.4,6.72E-6,"2023-09-05T16:01:22.538193Z"
"BTC-USD","buy",25740.89,1.9075E-4,"2023-09-05T16:01:23.764072Z"
"BTC-USD","buy",25741.26,0.00175696,"2023-09-05T16:01:27.172126Z"
"BTC-USD","buy",25741.26,1.9327E-4,"2023-09-05T16:01:28.475843Z"
"BTC-USD","buy",25741.26,0.08918262,"2023-09-05T16:01:30.494700Z"
"BTC-USD","buy",25741.26,1.2604E-4,"2023-09-05T16:01:30.701562Z"
"BTC-USD","buy",25741.26,0.00369825,"2023-09-05T16:01:31.817344Z"
"BTC-USD","buy",25741.26,0.00795799,"2023-09-05T16:01:31.947279Z"
"BTC-USD","buy",25741.26,0.00161568,"2023-09-05T16:01:32.289957Z"
"BTC-USD","buy",25741.26,3.8599E-4,"2023-09-05T16:01:34.483534Z"
"BTC-USD","buy",25741.26,0.00373102,"2023-09-05T16:01:38.160016Z"
"BTC-USD","sell",25741.25,7.7699E-4,"2023-09-05T16:01:38.336900Z"
"BTC-USD","buy",25738.86,1.9018E-4,"2023-09-05T16:01:39.352206Z"
"BTC-USD","buy",25739.84,0.00143843,"2023-09-05T16:01:40.048162Z"
"BTC-USD","buy",25740.71,0.0036738,"2023-09-05T16:01:40.094365Z"
"BTC-USD","buy",25739.96,0.00369828,"2023-09-05T16:01:40.449459Z"
"BTC-USD","sell",25738.91,0.03,"2023-09-05T16:01:40.932854Z"
"BTC-USD","sell",25738.85,0.0117718,"2023-09-05T16:01:41.086699Z"
"BTC-USD","sell",25738.85,9.71E-4,"2023-09-05T16:01:42.057136Z"
"BTC-USD","sell",25738.29,9.802E-5,"2023-09-05T16:01:42.827152Z"
"BTC-USD","buy",25739.22,0.00106781,"2023-09-05T16:01:43.229453Z"
"BTC-USD","buy",25738.85,4.728E-5,"2023-09-05T16:01:45.736172Z"
"BTC-USD","sell",25738.28,0.03,"2023-09-05T16:01:46.060518Z"
"BTC-USD","sell",25738.28,0.00118425,"2023-09-05T16:01:46.073640Z"
"BTC-USD","sell",25737.0,0.03,"2023-09-05T16:01:46.081859Z"
"BTC-USD","buy",25736.05,0.15156565,"2023-09-05T16:01:46.613060Z"
"BTC-USD","sell",25735.86,0.0971407,"2023-09-05T16:01:46.859805Z"
"BTC-USD","buy",25736.17,3.4652E-4,"2023-09-05T16:01:48.259776Z"
"BTC-USD","buy",25736.91,0.0026325,"2023-09-05T16:01:49.844871Z"
"BTC-USD","buy",25737.2,0.00983808,"2023-09-05T16:01:49.901818Z"
"BTC-USD","buy",25737.17,0.00296178,"2023-09-05T16:01:50.027988Z"
"BTC-USD","sell",25735.78,0.00183091,"2023-09-05T16:01:50.048387Z"
"BTC-USD","buy",25737.14,5.7694E-4,"2023-09-05T16:01:50.081271Z"
"BTC-USD","buy",25737.13,0.00126966,"2023-09-05T16:01:50.450757Z"
"BTC-USD","sell",25736.35,6.887E-5,"2023-09-05T16:01:51.095366Z"
"BTC-USD","buy",25737.13,0.01894753,"2023-09-05T16:01:51.156153Z"
"BTC-USD","sell",25737.19,0.00333593,"2023-09-05T16:01:51.862048Z"
"BTC-USD","sell",25736.66,0.00505638,"2023-09-05T16:01:52.764667Z"
"BTC-USD","buy",25737.31,0.05,"2023-09-05T16:01:54.377903Z"
"BTC-USD","sell",25739.23,0.00965094,"2023-09-05T16:01:54.572428Z"
"BTC-USD","sell",25739.13,0.005816,"2023-09-05T16:01:54.790473Z"
"BTC-USD","sell",25739.05,0.09687136,"2023-09-05T16:01:55.040407Z"
"BTC-USD","sell",25738.25,0.005816,"2023-09-05T16:01:55.260358Z"
"BTC-USD","buy",25738.2,0.02,"2023-09-05T16:01:55.269730Z"
"BTC-USD","sell",25739.06,0.00470944,"2023-09-05T16:01:55.289042Z"
"BTC-USD","buy",25739.81,0.0139254,"2023-09-05T16:01:55.472736Z"
"BTC-USD","buy",25738.41,0.01190521,"2023-09-05T16:01:55.561120Z"
"BTC-USD","sell",25738.58,0.06980487,"2023-09-05T16:01:55.678021Z"
"BTC-USD","sell",25738.19,0.072,"2023-09-05T16:01:55.905949Z"
"BTC-USD","buy",25739.7,0.00370863,"2023-09-05T16:01:55.989533Z"
"BTC-USD","buy",25739.68,0.0011856,"2023-09-05T16:01:56.539899Z"
"BTC-USD","sell",25738.68,0.001,"2023-09-05T16:01:56.931197Z"
"BTC-USD","sell",25739.13,0.09712838,"2023-09-05T16:01:57.500705Z"
"BTC-USD","sell",25739.18,0.207,"2023-09-05T16:01:57.736573Z"
"BTC-USD","buy",25739.8,3.847E-5,"2023-09-05T16:01:58.548029Z"
"BTC-USD","buy",25739.8,0.00296206,"2023-09-05T16:01:58.602500Z"
"BTC-USD","sell",25739.17,0.15179156,"2023-09-05T16:01:58.931898Z"
"BTC-USD","buy",25739.98,1.256E-4,"2023-09-05T16:01:59.714565Z"
"BTC-USD","sell",25739.5,0.31867748,"2023-09-05T16:01:59.730827Z"
"BTC-USD","buy",25739.96,0.00184649,"2023-09-05T16:02:00.539182Z"
"BTC-USD","buy",25739.96,9.581E-5,"2023-09-05T16:02:00.552797Z"
"BTC-USD","sell",25739.59,0.37587336,"2023-09-05T16:02:01.392952Z"
"BTC-USD","buy",25739.98,9.71E-4,"2023-09-05T16:02:01.441438Z"
"BTC-USD","buy",25741.4,0.01264972,"2023-09-05T16:02:01.448494Z"
"BTC-USD","sell",25742.2,6.6412E-4,"2023-09-05T16:02:01.480582Z"
"BTC-USD","sell",25742.2,0.00265645,"2023-09-05T16:02:01.484837Z"
"BTC-USD","buy",25742.33,5.822E-5,"2023-09-05T16:02:01.492409Z"
"BTC-USD","sell",25743.73,0.00500001,"2023-09-05T16:02:01.507363Z"
"BTC-USD","sell",25743.72,0.21054524,"2023-09-05T16:02:01.674969Z"
"BTC-USD","buy",25744.22,0.058,"2023-09-05T16:02:01.743872Z"
"BTC-USD","sell",25743.51,0.072,"2023-09-05T16:02:02.094782Z"
"BTC-USD","buy",25742.76,0.0399423,"2023-09-05T16:02:02.110272Z"
"BTC-USD","sell",25742.75,0.04588531,"2023-09-05T16:02:02.314209Z"
"BTC-USD","sell",25742.75,0.09703804,"2023-09-05T16:02:02.747132Z"
"BTC-USD","buy",25742.76,0.058,"2023-09-05T16:02:02.761107Z"
"BTC-USD","buy",25742.76,0.038,"2023-09-05T16:02:02.813443Z"
"BTC-USD","sell",25741.58,0.0701088,"2023-09-05T16:02:02.972830Z"
"BTC-USD","buy",25741.62,0.038,"2023-09-05T16:02:02.996174Z"
"BTC-USD","buy",25742.14,3.4968E-4,"2023-09-05T16:02:06.483834Z"
"BTC-USD","sell",25740.92,0.01938342,"2023-09-05T16:02:07.733377Z"
"BTC-USD","sell",25741.03,0.22255736,"2023-09-05T16:02:08.014113Z"
"BTC-USD","sell",25741.57,0.44006883,"2023-09-05T16:02:08.242259Z"
"BTC-USD","buy",25742.14,9.7854E-4,"2023-09-05T16:02:08.268878Z"
"BTC-USD","sell",25741.49,0.51216379,"2023-09-05T16:02:08.459127Z"
"BTC-USD","buy",25740.95,0.01938342,"2023-09-05T16:02:08.485266Z"
"BTC-USD","buy",25742.37,3.4832E-4,"2023-09-05T16:02:09.364525Z"
"BTC-USD","buy",25741.8,0.00696167,"2023-09-05T16:02:11.350671Z"
"BTC-USD","buy",25740.96,0.00194962,"2023-09-05T16:02:12.525245Z"
"BTC-USD","buy",25740.96,1.1752E-4,"2023-09-05T16:02:12.890558Z"
"BTC-USD","buy",25740.96,0.0013122,"2023-09-05T16:02:13.539974Z"
"BTC-USD","buy",25740.96,0.00205751,"2023-09-05T16:02:16.220603Z"
"BTC-USD","buy",25740.96,0.00192289,"2023-09-05T16:02:16.737420Z"
"BTC-USD","buy",25740.96,0.00211849,"2023-09-05T16:02:17.280304Z"
"BTC-USD","buy",25740.96,5.6503E-4,"2023-09-05T16:02:17.783824Z"
"BTC-USD","buy",25740.96,1.7336E-4,"2023-09-05T16:02:18.013498Z"
"BTC-USD","buy",25740.96,0.00739725,"2023-09-05T16:02:18.349636Z"
"BTC-USD","buy",25740.96,0.00924679,"2023-09-05T16:02:18.639324Z"
"BTC-USD","buy",25740.96,0.0038657,"2023-09-05T16:02:19.769968Z"
"BTC-USD","buy",25740.96,7.5039E-4,"2023-09-05T16:02:20.035939Z"
"BTC-USD","buy",25740.96,0.01318713,"2023-09-05T16:02:20.770509Z"
"BTC-USD","buy",25740.96,0.00392335,"2023-09-05T16:02:21.462706Z"
"BTC-USD","sell",25740.95,0.0013603,"2023-09-05T16:02:21.621526Z"
"BTC-USD","buy",25742.94,0.03730758,"2023-09-05T16:02:23.866526Z"
"BTC-USD","sell",25740.97,0.00405463,"2023-09-05T16:02:23.895200Z"
"BTC-USD","buy",25742.81,1.2402E-4,"2023-09-05T16:02:24.917254Z"
"BTC-USD","buy",25742.42,1.6236E-4,"2023-09-05T16:02:25.207987Z"
"BTC-USD","sell",25742.41,0.00243891,"2023-09-05T16:02:27.632512Z"
"BTC-USD","sell",25738.9,0.04562559,"2023-09-05T16:02:28.737422Z"
"BTC-USD","buy",25738.91,0.058,"2023-09-05T16:02:29.232131Z"
"BTC-USD","sell",25738.86,0.02158039,"2023-09-05T16:02:30.728910Z"
"BTC-USD","buy",25738.87,0.0018558,"2023-09-05T16:02:31.817929Z"
"BTC-USD","sell",25735.9,0.04655903,"2023-09-05T16:02:32.350969Z"
"BTC-USD","buy",25737.89,7.119E-4,"2023-09-05T16:02:32.580030Z"
"BTC-USD","buy",25737.9,8.7547E-4,"2023-09-05T16:02:32.617302Z"
"BTC-USD","sell",25736.06,1.4568E-4,"2023-09-05T16:02:32.667522Z"
"BTC-USD","buy",25739.27,3.8602E-4,"2023-09-05T16:02:36.064857Z"
"BTC-USD","buy",25739.27,0.01925659,"2023-09-05T16:02:36.292016Z"
"BTC-USD","sell",25738.24,0.01831634,"2023-09-05T16:02:36.692744Z"
"BTC-USD","buy",25741.24,6.782E-5,"2023-09-05T16:02:37.797384Z"
"BTC-USD","buy",25740.17,0.01894775,"2023-09-05T16:02:38.480571Z"
"BTC-USD","buy",25738.8,0.00184636,"2023-09-05T16:02:40.687835Z"
"BTC-USD","buy",25738.8,0.04068602,"2023-09-05T16:02:41.905705Z"
"BTC-USD","buy",25737.75,0.00135444,"2023-09-05T16:02:42.760366Z"
"BTC-USD","sell",25737.74,0.019,"2023-09-05T16:02:43.212068Z"
"BTC-USD","sell",25736.03,0.00226011,"2023-09-05T16:02:44.055140Z"
"BTC-USD","buy",25735.38,0.00819267,"2023-09-05T16:02:44.069894Z"
"BTC-USD","sell",25734.62,0.00196207,"2023-09-05T16:02:44.544790Z"
"BTC-USD","buy",25734.63,0.00385409,"2023-09-05T16:02:44.595980Z"
"BTC-USD","buy",25734.63,3.846E-4,"2023-09-05T16:02:44.920752Z"
"BTC-USD","sell",25734.62,0.00113006,"2023-09-05T16:02:49.585619Z"
"BTC-USD","buy",25733.73,0.00196382,"2023-09-05T16:02:50.963877Z"
"BTC-USD","sell",25733.51,0.00388442,"2023-09-05T16:02:51.371897Z"
"BTC-USD","sell",25732.38,0.03926828,"2023-09-05T16:02:51.371991Z"
"BTC-USD","sell",25732.38,0.05788554,"2023-09-05T16:02:51.372026Z"
"BTC-USD","sell",25731.44,0.02121083,"2023-09-05T16:02:51.376403Z"
"BTC-USD","sell",25729.46,0.03,"2023-09-05T16:02:51.509980Z"
"BTC-USD","buy",25729.47,0.00107753,"2023-09-05T16:02:51.551393Z"
"BTC-USD","buy",25729.47,1.2223E-4,"2023-09-05T16:02:51.694942Z"
"BTC-USD","buy",25730.24,7.0329E-4,"2023-09-05T16:02:52.398246Z"
"BTC-USD","buy",25729.38,0.00367341,"2023-09-05T16:02:53.142821Z"
"BTC-USD","sell",25728.51,2.8251E-4,"2023-09-05T16:02:55.776998Z"
"BTC-USD","buy",25727.76,0.00369894,"2023-09-05T16:02:56.137906Z"
"BTC-USD","buy",25727.76,9.6002E-4,"2023-09-05T16:02:56.810355Z"
"BTC-USD","sell",25726.42,0.01385726,"2023-09-05T16:02:57.018201Z"
"BTC-USD","buy",25725.75,3.86E-5,"2023-09-05T16:02:57.298661Z"
"BTC-USD","buy",25725.01,0.01888072,"2023-09-05T16:02:57.792197Z"
"BTC-USD","buy",25725.01,0.01923864,"2023-09-05T16:02:58.924462Z"
"BTC-USD","sell",25723.33,0.0086931,"2023-09-05T16:02:58.958544Z"
"BTC-USD","sell",25722.73,0.04913137,"2023-09-05T16:02:59.690888Z"
"BTC-USD","sell",25722.73,1.6638E-4,"2023-09-05T16:03:00.083322Z"
"BTC-USD","buy",25724.5,0.001806,"2023-09-05T16:03:03.326771Z"
"BTC-USD","sell",25722.23,0.001,"2023-09-05T16:03:05.367738Z"
"BTC-USD","buy",25723.13,9.0923E-4,"2023-09-05T16:03:05.480689Z"
"BTC-USD","buy",25723.1,4.14E-6,"2023-09-05T16:03:06.057581Z"
"BTC-USD","sell",25722.24,0.00628183,"2023-09-05T16:03:06.278046Z"
"BTC-USD","buy",25722.75,0.03791901,"2023-09-05T16:03:06.739026Z"
"BTC-USD","buy",25722.93,0.00165463,"2023-09-05T16:03:06.767944Z"
"BTC-USD","sell",25720.87,2.0644E-4,"2023-09-05T16:03:08.329241Z"
"BTC-USD","buy",25721.46,4.815E-5,"2023-09-05T16:03:08.640983Z"
"BTC-USD","sell",25720.87,0.00157062,"2023-09-05T16:03:09.586707Z"
"BTC-USD","sell",25720.87,0.01503544,"2023-09-05T16:03:10.266166Z"
"BTC-USD","buy",25721.89,0.00110403,"2023-09-05T16:03:11.340049Z"
"BTC-USD","sell",25720.88,5.98E-5,"2023-09-05T16:03:11.651650Z"
"BTC-USD","buy",25721.97,7.763E-4,"2023-09-05T16:03:11.746308Z"
"BTC-USD","sell",25720.87,0.01020896,"2023-09-05T16:03:11.969639Z"
"BTC-USD","buy",25723.01,7.1591E-4,"2023-09-05T16:03:14.525680Z"
"BTC-USD","sell",25721.96,5.4495E-4,"2023-09-05T16:03:16.139273Z"
"BTC-USD","buy",25722.59,3.529E-5,"2023-09-05T16:03:16.691307Z"
"BTC-USD","buy",25722.59,0.0035747,"2023-09-05T16:03:16.944689Z"
"BTC-USD","buy",25724.11,0.03252962,"2023-09-05T16:03:20.442192Z"
"BTC-USD","buy",25724.44,1.1277E-4,"2023-09-05T16:03:20.531570Z"
"BTC-USD","buy",25724.03,9.709E-5,"2023-09-05T16:03:21.755830Z"
"BTC-USD","buy",25723.83,0.00165519,"2023-09-05T16:03:22.200954Z"
"BTC-USD","sell",25723.23,5.892E-5,"2023-09-05T16:03:22.583388Z"
"BTC-USD","buy",25724.26,4.82E-6,"2023-09-05T16:03:23.075855Z"
"BTC-USD","sell",25723.25,4.4516E-4,"2023-09-05T16:03:26.220345Z"
"BTC-USD","buy",25723.26,0.02054337,"2023-09-05T16:03:29.670804Z"
"BTC-USD","buy",25723.26,9.0873E-4,"2023-09-05T16:03:30.003971Z"
"BTC-USD","buy",25723.26,1.932E-4,"2023-09-05T16:03:31.075017Z"
"BTC-USD","buy",25723.26,0.00278524,"2023-09-05T16:03:31.106539Z"
"BTC-USD","buy",25723.26,0.00127461,"2023-09-05T16:03:31.197242Z"
"BTC-USD","buy",25723.26,1.69E-5,"2023-09-05T16:03:31.197409Z"
"BTC-USD","sell",25724.63,0.00423436,"2023-09-05T16:03:31.233659Z"
"BTC-USD","sell",25725.0,0.05006441,"2023-09-05T16:03:31.560343Z"
"BTC-USD","buy",25725.01,0.01013821,"2023-09-05T16:03:32.286704Z"
"BTC-USD","buy",25725.01,3.88E-6,"2023-09-05T16:03:32.313617Z"
"BTC-USD","buy",25725.01,3.8683E-4,"2023-09-05T16:03:32.339332Z"
"BTC-USD","buy",25725.01,0.00833543,"2023-09-05T16:03:34.345716Z"
"BTC-USD","buy",25725.01,0.00211718,"2023-09-05T16:03:34.345794Z"
"BTC-USD","buy",25730.15,0.00462591,"2023-09-05T16:03:34.597588Z"
"BTC-USD","buy",25729.91,1.12E-5,"2023-09-05T16:03:34.649605Z"
"BTC-USD","buy",25729.91,0.0018477,"2023-09-05T16:03:36.681252Z"
"BTC-USD","buy",25729.91,0.01896014,"2023-09-05T16:03:37.124571Z"
"BTC-USD","buy",25729.91,0.0013089,"2023-09-05T16:03:38.479046Z"
"BTC-USD","sell",25729.9,0.00141603,"2023-09-05T16:03:39.856719Z"
"BTC-USD","sell",25725.92,0.1764393,"2023-09-05T16:03:39.978571Z"
"BTC-USD","sell",25726.15,0.00135409,"2023-09-05T16:03:40.408704Z"
"BTC-USD","sell",25726.14,0.00287603,"2023-09-05T16:03:41.051255Z"
"BTC-USD","buy",25726.15,4.0447E-4,"2023-09-05T16:03:41.707986Z"
"BTC-USD","sell",25726.14,9.68E-5,"2023-09-05T16:03:41.823415Z"
"BTC-USD","buy",25726.15,0.00114697,"2023-09-05T16:03:43.458479Z"
"BTC-USD","buy",25726.15,1.1211E-4,"2023-09-05T16:03:44.578845Z"
"BTC-USD","buy",25726.15,6.6473E-4,"2023-09-05T16:03:44.656306Z"
"BTC-USD","buy",25726.15,1.106E-5,"2023-09-05T16:03:44.936041Z"
"BTC-USD","buy",25726.15,7.7342E-4,"2023-09-05T16:03:45.775051Z"
"BTC-USD","buy",25726.15,0.00115468,"2023-09-05T16:03:47.152333Z"
"BTC-USD","sell",25723.97,0.07503494,"2023-09-05T16:03:48.169018Z"
"BTC-USD","sell",25720.78,0.14680741,"2023-09-05T16:03:48.439513Z"
"BTC-USD","buy",25722.07,0.10339767,"2023-09-05T16:03:48.938657Z"
"BTC-USD","buy",25722.06,9.0476E-4,"2023-09-05T16:03:48.961217Z"
"BTC-USD","buy",25722.17,0.03,"2023-09-05T16:03:49.117924Z"
"BTC-USD","buy",25722.36,0.15338178,"2023-09-05T16:03:49.117935Z"
